candidate,test,seed,load_pct,event_rows,delivered_event_rows,undelivered_event_rows,censored_event_rows,p50_e2e_latency_cycles,p95_e2e_latency_cycles,p99_e2e_latency_cycles,p50_internal_latency_cycles,p95_internal_latency_cycles,p99_internal_latency_cycles,deadline_events,deadline_misses,deadline_censored,deadline_miss_ratio,service_sources_expected,service_sources_delivered,service_sources_unobserved,service_gap_samples,p95_service_gap_cycles,p99_service_gap_cycles,max_service_gap_cycles,service_window_cycles,service_source_windows,min_service_per_source_window,zero_service_source_windows,zero_service_source_window_ratio,active_offered_sources,demand_normalized_acceptance_fairness,demand_normalized_delivery_fairness,min_source_acceptance_ratio,min_source_delivery_ratio,demand_service_source_windows,zero_demand_service_source_windows,zero_demand_service_source_window_ratio
a7_parallel_compactor_k4,uniform,2001,50,982,982,0,0,2,2,2,1,1,1,982,0,0,0,16,16,0,966,96,139,294,64,31936,0,4650,0.145603707,16,1,1,1,1,27555,269,0.00976229359
a7_parallel_compactor_k4,uniform,2002,50,1038,1038,0,0,2,2,2,1,1,1,1038,0,0,0,16,16,0,1022,92,156,241,64,31936,0,4375,0.136992735,16,1,1,1,1,27827,266,0.00955906134
a7_parallel_compactor_k4,uniform,2003,50,1032,1032,0,0,2,2,2,1,1,1,1032,0,0,0,16,16,0,1016,90,163,255,64,31936,0,4371,0.136867485,16,1,1,1,1,27787,222,0.00798934754
a7_parallel_compactor_k4,uniform,2001,90,1868,1868,0,0,2,2,2,1,1,1,1868,0,0,0,16,16,0,1852,53,85,139,64,31936,0,1085,0.0339741984,16,1,1,1,1,30959,108,0.00348848477
a7_parallel_compactor_k4,uniform,2002,90,1851,1851,0,0,2,2,2,1,1,1,1851,0,0,0,16,16,0,1835,50,78,119,64,31936,0,720,0.0225450902,16,1,1,1,1,31295,79,0.00252436491
a7_parallel_compactor_k4,uniform,2003,90,1837,1837,0,0,2,2,2,1,1,1,1837,0,0,0,16,16,0,1821,52,80,130,64,31936,0,788,0.0246743487,16,1,1,1,1,31233,85,0.00272148049
a7_parallel_compactor_k4,uniform,2001,100,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,48,70,109,64,31936,0,569,0.0178168838,16,1,1,1,1,31423,56,0.00178213411
a7_parallel_compactor_k4,uniform,2002,100,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,45,67,160,64,31936,0,444,0.0139028056,16,1,1,1,1,31541,49,0.0015535335
a7_parallel_compactor_k4,uniform,2003,100,2048,2048,0,0,2,2,2,1,1,1,2048,0,0,0,16,16,0,2032,47,68,106,64,31936,0,472,0.0147795591,16,1,1,1,1,31520,56,0.00177664975
a7_parallel_compactor_k4,uniform,2001,125,2536,2536,0,0,2,2,2,1,1,1,2536,0,0,0,16,16,0,2520,39,58,98,64,31936,0,220,0.00688877756,16,1,1,1,1,31751,35,0.00110232749
a7_parallel_compactor_k4,uniform,2002,125,2574,2574,0,0,2,2,2,1,1,1,2574,0,0,0,16,16,0,2558,38,54,107,64,31936,0,165,0.00516658317,16,1,1,1,1,31795,24,0.000754835666
a7_parallel_compactor_k4,uniform,2003,125,2550,2550,0,0,2,2,2,1,1,1,2550,0,0,0,16,16,0,2534,37,59,90,64,31936,0,185,0.00579283567,16,1,1,1,1,31784,33,0.00103825824
a7_parallel_compactor_k4,uniform,2001,150,3039,3039,0,0,2,2,2,1,1,1,3039,0,0,0,16,16,0,3023,31,48,92,64,31936,0,71,0.00222319639,16,1,1,1,1,31875,10,0.00031372549
a7_parallel_compactor_k4,uniform,2002,150,3094,3094,0,0,2,2,2,1,1,1,3094,0,0,0,16,16,0,3078,31,47,87,64,31936,0,77,0.00241107214,16,1,1,1,1,31869,10,0.000313784556
a7_parallel_compactor_k4,uniform,2003,150,3045,3045,0,0,2,2,2,1,1,1,3045,0,0,0,16,16,0,3029,31,50,92,64,31936,0,70,0.00219188377,16,1,1,1,1,31881,15,0.000470499671
a7_parallel_compactor_k4,uniform,2001,200,4096,4096,0,0,2,2,2,1,1,1,4096,0,0,0,16,16,0,4080,22,33,71,64,31936,0,9,0.000281813627,16,1,1,1,1,31931,4,0.000125270114
a7_parallel_compactor_k4,uniform,2002,200,4096,4096,0,0,2,2,2,1,1,1,4096,0,0,0,16,16,0,4080,23,35,87,64,31936,0,23,0.000720190381,16,1,1,1,1,31915,2,6.26664578e-05
a7_parallel_compactor_k4,uniform,2003,200,4096,4096,0,0,2,2,2,1,1,1,4096,0,0,0,16,16,0,4080,23,36,69,64,31936,0,11,0.000344438878,16,1,1,1,1,31932,7,0.000219215834
